0.051717, 5069.1
0.058436, 5566.2
0.064637, 6009.8
0.070839, 6453.4
0.077557, 6903.6
0.084792, 7362.8
0.092544, 7836.7
0.10081, 8312.8
0.10908, 8751.1
0.11787, 9195.7
0.12769, 9656.0
0.13802, 10094
0.14888, 10519
0.16025, 10911
0.17161, 11271
0.18298, 11599
0.19435, 11900
0.20572, 12177
0.21709, 12432
0.22846, 12670
0.23983, 12889
0.25120, 13094
0.26257, 13291
0.27394, 13478
0.28531, 13653
0.29668, 13818
0.30805, 13978
0.31942, 14133
0.33079, 14280
0.34216, 14422
0.35353, 14554
0.36490, 14681
0.37627, 14803
0.38764, 14921
0.39901, 15031
0.41038, 15140
0.42175, 15242
0.43311, 15338
0.44448, 15432
0.45585, 15522
0.46206, 15565
0.043344, 4416.9
0.038390, 3979.6
0.030960, 3347.7
0.024768, 2716.7
0.017337, 2036.6
0.012384, 1599.3
