0.011857, 1629.9
0.016023, 2055.2
0.019767, 2456.6
0.023092, 2826.0
0.026839, 3214.0
0.031004, 3644.0
0.035173, 4054.0
0.039342, 4467.4
0.043518, 4854.0
0.047693, 5244.0
0.051870, 5627.3
0.056048, 6003.9
0.060226, 6383.8
0.064826, 6784.1
0.069848, 7207.4
0.074456, 7574.9
0.079064, 7947.8
0.084092, 8346.1
0.089127, 8722.2
0.094163, 9089.8
0.099623, 9474.9
0.10550, 9884.1
0.11139, 10272
0.11728, 10659
0.12317, 11021
0.12949, 11408
0.13623, 11798
0.14298, 12172
0.14972, 12535
0.15690, 12893
0.16451, 13261
0.17254, 13623
0.18100, 13971
0.18989, 14332
0.19921, 14677
0.20854, 14996
0.21787, 15295
0.22721, 15577
0.23656, 15825
0.24591, 16053
0.25527, 16265
0.26463, 16456
0.27399, 16638
0.28336, 16800
0.29274, 16949
0.30211, 17091
0.31149, 17221
0.32087, 17335
0.33025, 17449
0.33964, 17553
0.34903, 17648
0.35841, 17738
0.36780, 17821
0.37720, 17898
0.38659, 17971
0.39598, 18040
0.40538, 18105
0.41478, 18164
0.42417, 18220
0.43058, 18249
