0.022260, 3693.2
0.025877, 4134.9
0.028978, 4599.7
0.032079, 5057.8
0.035180, 5515.9
0.038280, 5960.6
0.041381, 6391.9
0.044482, 6816.5
0.047583, 7234.3
0.051200, 7711.3
0.055335, 8227.1
0.059469, 8727.8
0.063604, 9233.6
0.067738, 9699.2
0.071872, 10155
0.076007, 10625
0.080141, 11076
0.084276, 11521
0.088927, 11997
0.094095, 12508
0.099263, 13006
0.10443, 13464
0.10960, 13919
0.11477, 14353
0.12045, 14812
0.12665, 15279
0.13285, 15739
0.13906, 16183
0.14526, 16613
0.15198, 17076
0.15921, 17544
0.16645, 17998
0.17420, 18459
0.18247, 18923
0.19125, 19385
0.20056, 19850
0.21037, 20305
0.22123, 20777
0.23260, 21223
0.24397, 21637
0.25534, 22009
0.26671, 22355
0.27808, 22663
0.28944, 22926
0.30081, 23159
0.31218, 23355
0.32355, 23530
0.33492, 23688
0.34629, 23841
0.35766, 23966
0.36903, 24076
0.38040, 24174
0.39074, 24251
0.018576, 3146.0
0.013003, 2226.3
0.0080495, 1548.0
0.0037152, 773.77
