0.055852, 4202.9
0.067221, 4662.7
0.078591, 5062.2
0.089960, 5397.6
0.10133, 5678.3
0.11270, 5931.5
0.12407, 6151.8
0.13544, 6341.0
0.14681, 6497.3
0.15818, 6629.9
0.16955, 6731.3
0.18092, 6829.2
0.19229, 6899.5
0.20366, 6960.8
0.21503, 7012.9
0.22640, 7057.7
0.23776, 7097.0
0.24913, 7132.6
0.26050, 7166.4
0.27187, 7200.2
0.28324, 7235.9
0.29461, 7267.9
0.30598, 7307.2
0.31735, 7342.8
0.32872, 7369.3
0.34009, 7410.4
0.35146, 7436.9
0.36283, 7476.2
0.37420, 7511.9
0.38557, 7549.4
0.39694, 7583.2
0.40831, 7620.7
0.41968, 7654.5
0.43105, 7684.6
0.44242, 7723.9
0.45379, 7765.1
0.46516, 7789.7
0.47653, 7829.0
0.48790, 7862.8
0.49927, 7891.2
0.51063, 7928.6
0.52200, 7962.5
0.53337, 7999.9
0.54474, 8033.8
0.55611, 8067.6
0.56748, 8103.2
0.57885, 8140.7
0.59022, 8170.8
0.60159, 8204.7
0.60831, 8219.6
0.048297, 3842.1
0.038390, 3256.7
0.033437, 2915.7
0.024149, 2137.9
0.018576, 1700.2
0.011765, 1068.7
