0.040680, 8989.3
0.043341, 9455.1
0.046838, 9931.9
0.049993, 10420
0.053070, 10886
0.056131, 11307
0.059260, 11723
0.063612, 12180
0.067875, 12643
0.072451, 13078
0.076952, 13517
0.082323, 14002
0.088307, 14452
0.094775, 14898
0.10172, 15336
0.10915, 15754
0.11755, 16171
0.12692, 16587
0.13677, 17004
0.14711, 17414
0.15793, 17810
0.16872, 18142
0.17950, 18414
0.19025, 18633
0.20099, 18799
0.21171, 18933
0.22243, 19041
0.23314, 19120
0.24383, 19159
0.25208, 19172
0.034668, 7840.4
0.027049, 6338.0
0.021975, 5352.1
0.018033, 4225.4
0.014157, 3286.4
